Razão social,CNPJ,Classificação
SAMEDIL - SERVICOS DE ATENDIMENTO MEDICO S/,31.466.949/0001-05,Consumidor Especial
MEFSA MECANICA E FUNDICAOSANTO ANTONIO LTD,54.378.195/0001-37,Consumidor Especial
CSSB ALUMINIOS LTDA,08.593.896/0001-71,Consumidor Especial
MEGA BRASIL IND E COM DE EQUIPAMENTOS INDUSTRIAIS LTD,01.553.804/0001-80,Consumidor Especial
SPE MEGA MODA SHOPPING LTDA,14.366.423/0001-34,Consumidor Especial
MEGA PACK EMBALAGENS LTDA,11.790.756/0001-06,Consumidor Especial
SPE FAMA DESENVOLVIMENTO LTDA,11.565.382/0001-17,Consumidor Especial
MAXI COLOR EMPREENDIMENTOS E PARTICIPACOES LTD,47.615.091/0002-14,Consumidor Especial
MEGABOR - INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHA EIREL,04.874.279/0001-93,Consumidor Especial
MEGACABOS INDUSTRIA E COMERCIO DE CABOS ESPECIAIS LTD,07.642.862/0001-67,Consumidor Especial
MEGAPLUS TEXTIL LTDA,34.215.083/0001-58,Consumidor Especial
MEGATECH BRASIL COMPONENTES AUTOMOTIVOS LTD,57.879.827/0001-34,Consumidor Especial
MEGH INDUSTRIA E COMERCIO LTD,57.109.241/0001-90,Consumidor Especial
INDUSTRIA DE MEIAS SANTA RITA LTD,00.981.400/0001-25,Consumidor Especial
VOESTALPINE MEINCOL S/A,88.614.342/0001-42,Consumidor Especial
MEIRA LINS HOTEIS LTDA,01.273.335/0001-46,Consumidor Especial
MEIWA INDUSTRIA E COMERCIO LTD,55.078.307/0001-05,Consumidor Especial
MELBROS INDUSTRIA E COMERCIO DE CALCADOS LTD,11.366.487/0001-47,Consumidor Especial
MELIDA COMERCIO E INDUSTRIA LTD,61.574.372/0001-16,Consumidor Especial
MELITTA DO BRASIL INDUSTRIA E COMERCIO LIMITAD,62.000.278/0001-16,Consumidor Especial
MELLER EQUIPAMENTOS E TECNOLOGIA INDUSTRIA E COMERCIO LTD,07.071.658/0001-33,Consumidor Especial
MELPLAS COMERCIO DE PLASTICOS EIREL,25.318.241/0001-04,Consumidor Especial
MEMPHIS SA INDUSTRIAL,92.697.010/0001-46,Consumidor Especial
MENDES HOTEIS TURISMO E ADMINISTRADORA LTD,56.067.705/0001-80,Consumidor Especial
MENEGOTTI INDUSTRIAS METALURGICAS LTDA EM RECUPERACAO JUDICIA,84.431.154/0006-32,Consumidor Especial
"N.B.MENGATTO &amp, CIA LTDA",80.452.733/0001-04,Consumidor Especial
REDE MENOR PRECO SUPERMERCADO LTD,08.414.996/0001-93,Consumidor Especial
MENU MODERNO ARMAZENS GERAIS FRIGORIFICOS EIREL,58.279.134/0001-73,Consumidor Especial
MERCANTIL NOVA ERA LTDA,04.240.370/0001-57,Consumidor Especial
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS LTDA,16.881.767/0001-07,Consumidor Especial
AYUMI SUPERMERCADOS LTDA,67.616.128/0001-55,Consumidor Especial
MERCADINHO PIRATININGA LTDA,60.186.376/0001-64,Consumidor Especial
EBAZAR.COM.BR. LTDA,03.007.331/0001-41,Consumidor Especial
LGE COMERCIO DE GENEROS ALIMENTICIOS LTD,11.032.392/0001-97,Consumidor Especial
"L &amp, G ALIMENTOS DO BRASIL LTD",26.554.435/0001-71,Consumidor Especial
MERCANTIL BNH EIRELI,05.314.561/0001-89,Consumidor Especial
MERCANTIL RODRIGUES COMERCIAL LTD,09.182.947/0001-35,Consumidor Especial
MERCOAVES CRIACAO DE AVES DE POSTURA LTD,30.621.615/0001-04,Consumidor Especial
MERCOCHEM AGRO INDUSTRIAL E COMERCIAL EIREL,01.780.621/0001-06,Consumidor Especial
MERCONPLAS INDUSTRIAL DE PLASTICOS COMERCIO S/,40.917.346/0001-73,Consumidor Especial
MERCOSUL INDUSTRIA DE MOTORES LTD,15.568.388/0001-07,Consumidor Especial
MERCUR S A,93.896.397/0001-22,Consumidor Especial
MERCURIO ALIMENTOS S/A,11.831.785/0001-60,Consumidor Especial
MERCURIO ALIMENTOS S/A,11.831.785/0002-41,Consumidor Especial
CORREIAS MERCURIO SA INDUSTRIA E COMERCI,50.937.564/0006-38,Consumidor Especial
MERCURIO ALIMENTOS S/A,11.831.785/0003-22,Consumidor Especial
MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA,56.669.187/0001-75,Consumidor Especial
SUPERMERCADO MESCHKE LTDA,83.096.123/0001-03,Consumidor Especial
MESSER INDUSTRIA DE GASES LTDA,02.605.266/0002-74,Consumidor Especial
METALURGICA CARTEC LTDA,61.299.178/0001-70,Consumidor Especial
METALURGICA MOCOCA SA,52.502.945/0001-05,Consumidor Especial
METALURGICA SAO RAPHAEL LTDA,61.370.615/0001-02,Consumidor Especial
METALURGICA VOIGT - EIRELI,02.759.989/0001-47,Consumidor Especial
META GALVANIZACAO COMERCIO E INDUSTRIA EIREL,19.887.199/0001-40,Consumidor Especial
METAGAL INDUSTRIA E COMERCIO LTD,59.106.377/0001-72,Consumidor Especial
METAGAL INDUSTRIA E COMERCIO LTD,59.106.377/0008-49,Consumidor Especial
METAGAL INDUSTRIA E COMERCIO LTD,59.106.377/0002-53,Consumidor Especial
METAGRAF INDUSTRIA DE EMBALAGENS LTD,00.355.771/0001-00,Consumidor Especial
ATOMIZACAO DE METAIS OMEGA EIREL,09.239.933/0001-00,Consumidor Especial
METALURGICA CANDEIA LTDA.,02.116.027/0001-70,Consumidor Especial
METALGRAFICA IGUACU S A,80.227.184/0014-80,Consumidor Especial
METALGRAFICA IGUACU S A,80.227.184/0001-66,Consumidor Especial
METALURGICA RRS INDUSTRIA E COMERCIO LTD,58.289.307/0001-34,Consumidor Especial
METALURGICA SCHADEK LTDA,60.851.417/0001-90,Consumidor Especial
METALAC SPS INDUSTRIA E COMERCIO LTDA,44.068.211/0001-31,Consumidor Especial
METALBO INDUSTRIA DE FIXADORES METALICOS LTD,75.483.040/0001-30,Consumidor Especial
METALCAVA FUNDICAO DE METAIS EIREL,00.899.825/0001-90,Consumidor Especial
COOPERATIVA DE PRODUCAO INDUSTRIAL DE TRABALHADORES EM CONFORMACAO DE METAI,05.301.211/0001-88,Consumidor Especial
METALDYNE COMPONENTES AUTOMOTIVOS DO BRASIL LTDA,01.947.943/0001-99,Consumidor Especial
METALEX LTDA.,03.486.563/0001-20,Consumidor Especial
METALFINO DA AMAZONIA LTDA,04.414.488/0001-54,Consumidor Especial
METALFORTE INDUSTRIA METALURGICA LTD,02.109.049/0001-02,Consumidor Especial
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,Consumidor Especial
METALFUNDI IND E COMERCIO DE METAIS LTD,56.722.663/0001-74,Consumidor Especial
METALGAVA INDUSTRIA E COMERCIO LTD,04.073.752/0001-33,Consumidor Especial
METALGRAFICA ROJEK LTDA,52.502.978/0001-55,Consumidor Especial
METALGRIN INDUSTRIA DE PLASTICOS LTD,91.672.105/0001-42,Consumidor Especial
METALKRAFT S/A SISTEMAS AUTOMOTIVOS,77.529.584/0001-11,Consumidor Especial
METALLICA INDUSTRIAL S/A,03.282.398/0001-94,Consumidor Especial
AR METALLIZING PRODUTOS METALIZADOS LTD,61.582.946/0001-06,Consumidor Especial
METALMA DA AMAZONIA LTDA,06.207.412/0001-83,Consumidor Especial
PLASTICOS METALMA LTDA,61.432.118/0001-83,Consumidor Especial
METALMA EMBALAGENS E COMPONENTES LTDA,45.355.211/0001-85,Consumidor Especial
METALOSA INDUSTRIA METALURGICA S,27.485.374/0001-09,Consumidor Especial
METALPARK ESTAMPARIA DE METAIS LTD,18.775.522/0001-20,Consumidor Especial
METALPAULISTA METALURGICA LTD,10.205.087/0001-97,Consumidor Especial
METALSA BRASIL INDUSTRIA E COMERCIO DE AUTOPECAS LTDA,11.352.784/0001-33,Consumidor Especial
METALSER INDUSTRIA E COMERCIO LTD,05.053.964/0001-11,Consumidor Especial
METALSETE SIDERURGIA S/A,23.335.979/0001-54,Consumidor Especial
METALSINOS INDUSTRIA COMERCIO REPRESENTACOES LTD,91.437.418/0001-16,Consumidor Especial
METALTECNICA METALURGICA LTDA,02.984.383/0001-05,Consumidor Especial
METAL TECNICA SUL LTDA,96.537.618/0001-64,Consumidor Especial
METALTECSS REVESTIMENTOS DE METAIS LTD,00.925.102/0001-18,Consumidor Especial
METALTORK INDUSTRIA E COMERCIO DE AUTO PECAS LIMITAD,59.160.069/0001-25,Consumidor Especial
METALURGICA AMAPA LTDA,19.219.229/0001-40,Consumidor Especial
METALURGICA ANTONIO AFONSO LTDA,60.437.548/0001-25,Consumidor Especial
METALURGICA FRANKE LTDA,00.864.040/0001-81,Consumidor Especial
METALURGICA INCA LTDA.,61.204.129/0001-06,Consumidor Especial
METALURGICA NUNES LTDA,90.314.451/0001-96,Consumidor Especial
METALURGICA ONNIX INDUSTRIA E COMERCIO EIREL,60.596.434/0001-28,Consumidor Especial
METALURGICA RIOSULENSE SA,85.778.074/0001-06,Consumidor Especial
METALURGICA SARAIVA INDUSTRIA E COMERCIO LTD,50.185.891/0001-76,Consumidor Especial
METALURGICA SCHIOPPA LTDA,61.174.652/0001-37,Consumidor Especial
METALURGICA SIEMSEN LIMITADA,82.983.032/0001-19,Consumidor Especial
METALURGICA SOARES INDUSTRIA E COMERCIO LTDA,01.584.149/0001-28,Consumidor Especial
METALURGICA USISTEEL LTDA,04.744.310/0001-71,Consumidor Especial
METALURGICA VARB INDUSTRIA E COMERCIO LTD,43.830.462/0001-49,Consumidor Especial
METALURGICA METALVIC LIMITADA,43.977.305/0001-60,Consumidor Especial
CANOVA VICENTE SERVICOS DE PINTURA ELETROSTATICA EIREL,14.487.811/0001-73,Consumidor Especial
METASA SA INDUSTRIA METALURGICA,88.416.482/0001-06,Consumidor Especial
METHAL COMPANY INDUSTRIAL LTDA,82.472.481/0001-00,Consumidor Especial
METINJO METALIZACAO INDUSTRIAL E IMPORTACAO JOSEENSE LTD,46.645.164/0001-77,Consumidor Especial
METISA METALURGICA TIMBOENSE S/,86.375.425/0001-09,Consumidor Especial
METROVAL CONTROLE DE FLUIDOS LTD,58.762.956/0001-00,Consumidor Especial
MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTD,58.514.928/0001-74,Consumidor Especial
MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTD,58.514.928/0037-85,Consumidor Especial
MG2 MARMORES E GRANITOS LTDA,07.803.841/0001-86,Consumidor Especial
METALURGICA GOLDEN ART S LTDA,94.354.271/0001-99,Consumidor Especial
MGFC INDUSTRIA| COMERCIO| MICROFUSAO IMPORTACAO E EXPORTACAO DE PECAS AUTOMOTIVAS - EIREL,03.594.475/0001-41,Consumidor Especial
MGFRIO ARMAZEM GERAIS LTDA,05.429.267/0001-12,Consumidor Especial
M.G.L. MECANICA DE PRECISAO EIREL,03.494.159/0001-06,Consumidor Especial
MGM PRODUTOS SIDERURGICOS S/,22.541.783/0001-53,Consumidor Especial
MGM MOVEIS LTDA,06.107.255/0001-34,Consumidor Especial
PARK EMPREENDIMENTOS COMERCIAIS S/,29.641.242/0001-46,Consumidor Especial
MGPET INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTD,10.712.606/0001-03,Consumidor Especial
M.H.C PLASTICOS LTDA,06.164.824/0001-83,Consumidor Especial
M.I. MONTREAL INFORMATICA S.,42.563.692/0001-26,Consumidor Especial
MIB - MINERACAO IBIRITE LTDA,08.578.982/0001-05,Consumidor Especial
MIBA INDUSTRIAL BEARINGS BRASIL LTD,18.222.877/0001-92,Consumidor Especial
MIBA SINTER BRASIL LTDA,45.542.453/0001-88,Consumidor Especial
MIBASA MINERADORA BARRO ALTO LTD,02.840.072/0001-72,Consumidor Especial
MICHEL THIERRY DO BRASIL INDUSTRIA TEXTIL LTD,02.995.349/0001-36,Consumidor Especial
MICHELIN VIDROS EIRELI,05.217.729/0001-38,Consumidor Especial
MICRO BAG EMBALAGENS LTDA,03.744.953/0001-52,Consumidor Especial
MICRO JUNTAS INDUSTRIA E COMERCIO LTD,80.976.483/0001-01,Consumidor Especial
MICROMAZZA INDUSTRIA DE VALVULAS LTD,72.096.100/0001-74,Consumidor Especial
MICROONDULADOS BOX PRINT LTDA,08.512.168/0001-98,Consumidor Especial
MICROPET BENEFICIAMENTO DE TERMOPLASTICOS LTD,05.194.545/0001-08,Consumidor Especial
MICROSAL INDUSTRIA E COMERCIO LTD,54.111.737/0001-00,Consumidor Especial
MICROSERVICE TECNOLOGIA DIGITAL DA AMAZONIA LTD,34.525.444/0001-62,Consumidor Especial
MICROSOLO INDUSTRIAL LTDA,26.840.997/0001-81,Consumidor Especial
SPRINGER CARRIER LTDA,10.948.651/0001-61,Consumidor Especial
"BENVENHO &amp, CIA LTDA",00.350.242/0001-05,Consumidor Especial
MIDORI AUTO LEATHER BRASIL LTDA,60.398.914/0001-84,Consumidor Especial
MIG PLUS AGROINDUSTRIAL LTDA,93.976.017/0001-60,Consumidor Especial
MIG ATACADO E VAREJO LTDA,85.244.168/0001-03,Consumidor Especial
MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTD,86.729.324/0002-61,Consumidor Especial
MILFRA INDUSTRIA E COMERCIO LTD,60.848.496/0001-80,Consumidor Especial
MILHAO INDUSTRIA E COMERCIO DE INGREDIENTES E CEREAIS LTD,08.647.384/0001-40,Consumidor Especial
MILI S/A,78.908.266/0001-24,Consumidor Especial
LOJAS MILIUM LTDA,83.240.333/0001-15,Consumidor Especial
MILLER- COMERCIO DE ALIMENTOS LTD,93.429.173/0001-00,Consumidor Especial
MIMAPLAS-INDUSTRIA DE PLASTICOS LTD,08.719.943/0001-80,Consumidor Especial
MIMF INDUSTRIA DE MATERIAIS FERROVIARIOS EIREL,01.550.182/0001-37,Consumidor Especial
MINERACAO PIRINEUS LTDA,37.588.415/0003-08,Consumidor Especial
MINERACAO RIO DO OURO LTDA,78.266.566/0001-57,Consumidor Especial
MINERACAO SANTA LUZIA DE ITAGUAI LTD,04.676.236/0001-01,Consumidor Especial
MINA MERCANTIL INDUSTRIALE AGRICOLA LIMITAD,48.340.384/0001-18,Consumidor Especial
MINERACAO MORRO DO IPE S.A.,22.902.554/0001-17,Consumidor Especial
MINALBA ALIMENTOS E BEBIDAS LTD,54.505.052/0001-49,Consumidor Especial
MINAPLAST MAQUINAS IND E ARTEFATOS PLASTICOS LTD,83.463.034/0001-40,Consumidor Especial
MINAS ARENA - GESTAO DE INSTALACOES ESPORTIVAS S.A,13.012.956/0001-55,Consumidor Especial
MINAS LAMINACAO BENEFICIAMENTO E COMERCIO DE VIDROS S.,21.333.973/0001-12,Consumidor Especial
MINAS PACK FILMES E EMBALAGENS LTD,19.500.329/0001-40,Consumidor Especial
MINAS PLASTICOS EIRELI,24.511.191/0001-14,Consumidor Especial
CONDOMINIO MINAS SHOPPING,65.162.380/0001-06,Consumidor Especial
MINAS TENIS CLUBE,17.217.951/0001-10,Consumidor Especial
MINASBEV BEBIDAS DO BRASIL S/,47.581.558/0002-52,Consumidor Especial
CONDOMINIO MINASCASA O SHOPPING DO LA,00.173.119/0001-66,Consumidor Especial
MINASGRAN IND. E COM. DE FERTILIZANTES LTD,13.479.150/0001-71,Consumidor Especial
MINASOL INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTD,04.357.004/0001-82,Consumidor Especial
TECELAGEM MINASREY LTDA,41.847.658/0001-10,Consumidor Especial
MINASSUL COMERCIO DE BRITA E AREIA LTD,03.555.894/0001-74,Consumidor Especial
MINASTEX INDUSTRIA DE CORTE E PAINEIS LTD,06.340.287/0001-85,Consumidor Especial
MINATTI FUNDICAO TECNICA LTDA,81.205.619/0001-34,Consumidor Especial
MINERACAO JOANA LEITE LTDA,57.397.150/0001-06,Consumidor Especial
MINERACAO BARROSO INDUSTRIA E COMERCIO LTD,19.553.676/0002-11,Consumidor Especial
MINERACAO ARAGUAIA LTDA,07.075.244/0001-82,Consumidor Especial
MINERACAO BOM JESUS LTDA,07.245.544/0001-62,Consumidor Especial
MINERACAO BORCHARDT LTDA,05.574.666/0001-77,Consumidor Especial
MINERACAO CAFE LTDA,41.834.524/0001-65,Consumidor Especial
MINERACAO CAPIXABA LTDA,27.187.277/0001-21,Consumidor Especial
MINERACAO ITAIPU INDUSTRIA E COMERCIO LTD,03.113.347/0001-39,Consumidor Especial
MINERACAO JOAO VAZ SOBRINHO LTD,20.651.683/0001-54,Consumidor Especial
MINERACAO LITORANEA S/A,86.800.745/0001-50,Consumidor Especial
MINERADORA MORRO AZUL DE SAO FIDELIS LTD,72.060.668/0001-35,Consumidor Especial
MINERIOS NACIONAL S.A.,09.294.881/0001-75,Consumidor Especial
MINERACAO NOSSA SENHORA DO CARMO LTD,83.647.750/0001-87,Consumidor Especial
MINERACAO RIO BRANCO DO SUL LTD,78.420.718/0001-24,Consumidor Especial
MINERACAO SANGALI LTDA,05.538.166/0001-80,Consumidor Especial
MINERACAO SAO VICENTE LTDA,06.537.334/0001-85,Consumidor Especial
MINERACAO THOMAZINI LTDA,36.346.393/0001-37,Consumidor Especial
MINERACAO VEIGA LTDA.,75.399.758/0001-43,Consumidor Especial
MINERACAO VERA CRUZ LTDA,92.587.062/0001-60,Consumidor Especial
MINERACOES GERAIS LTDA,02.196.839/0001-72,Consumidor Especial
MINERACAO NOVA ESPERANCA LTDA,12.021.400/0001-62,Consumidor Especial
MINERADORA AMERICAL LTDA,04.317.119/0001-43,Consumidor Especial
MINERADORA DE CALCARIO ANTONIO ALMEIDA LTDA,08.673.030/0001-70,Consumidor Especial
MINERACAO RIO FORMOSO LTDA,01.352.921/0001-86,Consumidor Especial
CALCARIO VALE DO ARAGUAIA LTDA,05.872.541/0004-76,Consumidor Especial
MINERACAO SAO BENTO LTDA,24.216.626/0001-06,Consumidor Especial
MINERAL DO BRASIL LTDA,17.246.638/0001-00,Consumidor Especial
MINERAL MINERIOS DA BAHIA LTD,02.188.094/0001-08,Consumidor Especial
MINERASUL INDUSTRIA E COMERCIO DE AGREGADOS LTD,27.193.630/0001-86,Consumidor Especial
MINERAX - MINERACAO XAMBIOA LTD,08.886.407/0001-70,Consumidor Especial
MINERBON - MINERACAO BONADIMAN LTD,08.032.703/0003-75,Consumidor Especial
MINÉRIOS FURQUIM LTDA.,80.840.861/0001-17,Consumidor Especial
CENTRAL DE MINERIOS DE LORENA INDUSTRIA E COMERCIO LTD,00.634.059/0001-31,Consumidor Especial
MINERITA MINERIOS ITAUNA LTDA,16.813.461/0001-13,Consumidor Especial
MINERMIX - MINERACAO LTDA,04.548.659/0001-38,Consumidor Especial
MINERPAV MINERADORA LEVERGER LTD,16.786.280/0001-45,Consumidor Especial
MINERSUL MINERADORA LTDA.,23.110.922/0001-57,Consumidor Especial
MINERVA S.A.,67.620.377/0018-62,Consumidor Especial
MINERVA S.A.,67.620.377/0051-83,Consumidor Especial
MINERVA S.A.,67.620.377/0001-14,Consumidor Especial
MINERVA S.A.,67.620.377/0049-69,Consumidor Especial
MINERVA S.A.,67.620.377/0061-55,Consumidor Especial
MINETE PEDRAS ORNAMENTAIS LTD,06.113.240/0001-89,Consumidor Especial
MINERACAO FLORENSE LTDA,94.580.479/0001-26,Consumidor Especial
COMPANHIA MINUANO DE ALIMENTOS,84.430.800/0001-32,Consumidor Especial
MINUSA INDUSTRIAS MECANICAS S.A,81.585.671/0001-63,Consumidor Especial
MIPEL COMERCIO E INDUSTRIA DE PECAS TECNICAS LTD,07.743.815/0002-90,Consumidor Especial
MIRACEMA NUODEX INDUSTRIA QUIMICA LTD,46.040.242/0001-00,Consumidor Especial
MIRALUZ IND E COM DE MADEIRAS LTD,75.596.106/0001-07,Consumidor Especial
MIRAPLAST EMBALAGENS E GERENCIAMENTO DE RESIDUOS EIREL,07.851.125/0001-74,Consumidor Especial
MIRVI BRASIL LTDA.,03.529.311/0001-30,Consumidor Especial
CONDOMINIO MISS SILVIA MORIZONO,27.537.389/0001-65,Consumidor Especial
INDUSTRIA MISSIATO DE BEBIDAS LTD,02.295.098/0001-87,Consumidor Especial
"MISSNER &amp, MISSNER LTDA.",03.225.411/0001-73,Consumidor Especial
FRANCO AGROPECUARIA LTDA,64.633.373/0001-82,Consumidor Especial
MITA LTDA,03.029.056/0002-48,Consumidor Especial
MITSUBA DO BRASIL LTDA,05.299.463/0001-10,Consumidor Especial
MITUTOYO SUL AMERICANA LTDA,59.408.005/0002-81,Consumidor Especial
MIXFERTIL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTD,16.527.511/0001-04,Consumidor Especial
MJ COTTON INDUSTRIA E COMERCIO EIREL,24.982.593/0001-05,Consumidor Especial
MK QUIMICA DO BRASIL LTDA,92.315.332/0001-83,Consumidor Especial
MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTD,02.990.605/0007-98,Consumidor Especial
MM DA AMAZONIA INDUSTRIA E COMERCIO DE PLASTICOS LTDA,21.338.912/0001-48,Consumidor Especial
CMA INDUSTRIA DE COMPONENTES PLASTICOS AUTOMOTIVOS LTDA,01.111.971/0001-71,Consumidor Especial
MOXBA METALURGICA DO BRASIL LTDA,13.009.445/0001-84,Consumidor Especial
MMFOODS PANIFICACAO LTDA,61.809.802/0001-31,Consumidor Especial
MML - METAIS MINERACAO LTDA,13.370.696/0001-90,Consumidor Especial
M.M.P COMERCIAL INDUSTRIAL DE PLASTICOS LTD,02.631.949/0001-15,Consumidor Especial
MMS - SP INDUSTRIA E COMERCIO DE PLASTICOS LTD,06.149.977/0004-02,Consumidor Especial
MN SUPERMERCADOS LTDA,09.442.132/0001-48,Consumidor Especial
MOBIS BRASIL FABRICACAO DE AUTO PECAS LTD,08.585.033/0001-52,Consumidor Especial
MOBRAS MOVEIS DO BRASIL LTDA,83.678.821/0001-09,Consumidor Especial
MOCAL MOAGEIRA DE MINERIOS CACHOEIRO LTD,27.075.910/0001-90,Consumidor Especial
MOCAM SUPERMERCADOS LTDA,86.378.429/0001-32,Consumidor Especial
MOCOCA S/A PRODUTOS ALIMENTICIOS,52.502.507/0001-47,Consumidor Especial
MODELLE CONFORMACOES LTDA,02.913.230/0001-77,Consumidor Especial
MODELO VIDROS INDUSTRIA E COMERCIO LTD,93.740.801/0001-74,Consumidor Especial
MODINE DO BRASIL SISTEMAS TERMICOS LTDA,03.310.685/0002-41,Consumidor Especial
MODULAX SIDERURGIA S/A,08.904.391/0001-80,Consumidor Especial
MODULO EMBALAGENS INDUSTRIA E COMERCIO LTDA,19.641.539/0001-58,Consumidor Especial
MOINHOS GALOPOLIS SA,88.614.557/0001-63,Consumidor Especial
ASSOCIACAO DOS CONDOMINOS DO MOGI SHOPPING CENTE,66.652.488/0001-40,Consumidor Especial
ANTONIAZZI INDUSTRIA E COMERCIO DE ALIMENTOS LTD,11.780.083/0001-03,Consumidor Especial
MOINHO ARAPONGAS S/A,76.125.244/0001-62,Consumidor Especial
MOINHO BALESTRIN LTDA,04.856.747/0001-05,Consumidor Especial
MOINHO CATARINENSE S A,85.129.518/0001-82,Consumidor Especial
GRANDE MOINHO CEARENSE SA,07.199.805/0001-55,Consumidor Especial
MOINHO CENTRO NORTE EIRELI,34.259.764/0001-18,Consumidor Especial
MOINHO CIDADE BELLA LTDA,05.444.083/0001-21,Consumidor Especial
MOINHO ESTRELA LTDA,89.776.991/0001-02,Consumidor Especial
MOINHO GLOBO ALIMENTOS S/A,81.442.014/0001-67,Consumidor Especial
MOINHO GUACU MIRIM LTDA.,03.691.432/0001-84,Consumidor Especial
MOINHO ITAIPU SA,81.716.219/0001-93,Consumidor Especial
MOINHO DE TRIGO JM EIRELI,01.636.335/0001-63,Consumidor Especial
"MATOS &amp, RIBEIRO INDUSTRIA E COMERCIO DE FARINACEOS E CONDIMENTOS EIREL",08.624.640/0001-84,Consumidor Especial
MOINHO PAULISTA SA,33.390.527/0001-29,Consumidor Especial
MOINHO DO PIAUI LTDA,10.307.003/0004-79,Consumidor Especial
MOINHO REGIO ALIMENTOS S/A - EM RECUPERACAO JUDICIA,07.054.279/0001-35,Consumidor Especial
MOINHO REISA LTDA,49.042.344/0001-52,Consumidor Especial
MOINHO ROMARIZ| INDUSTRIA| COMERCIO| IMPORTACAO E EXPORTACAO DE PRODUTOS ALIMENTICIOS LTD,55.266.258/0001-26,Consumidor Especial
RICHARD SAIGH INDUSTRIA ECOMERCIO S,61.206.397/0001-67,Consumidor Especial
ANTONIAZZI E CIA LTDA,95.597.647/0001-59,Consumidor Especial
MOINHO SETE IRMAOS LTDA,01.064.584/0001-21,Consumidor Especial
FRANZOI CIA LTDA,88.613.096/0001-04,Consumidor Especial
MOINHO VACARIA INDUSTRIAL E AGRICOLA LTD,98.513.187/0001-21,Consumidor Especial
MOINHO VITORIA LTDA,05.388.126/0001-07,Consumidor Especial
MOINHO XANXERE IND. E COM. LTD,04.256.422/0001-83,Consumidor Especial
MOINHOS ANDRE LTDA,75.944.363/0001-84,Consumidor Especial
MOINHOS CRUZEIRO DO SUL S,88.301.155/0020-71,Consumidor Especial
MOINHOS CRUZEIRO DO SUL S,88.301.155/0023-14,Consumidor Especial
INDUSTRIA E COMERCIO DE MOLAS BRUSQUE LTD,77.890.200/0001-91,Consumidor Especial
TERCILIO MARCHETTI INDUSTRIA E COMERCIO DE AUTOPECAS LTD,86.377.470/0005-18,Consumidor Especial
INDUSTRIA E COMERCIO DE MOLAS SANTA FE LTDA,01.719.606/0001-44,Consumidor Especial
MOLBOR - INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHA LTD,04.325.258/0001-19,Consumidor Especial
MOLDIT BRASIL LTDA.,05.206.031/0001-17,Consumidor Especial
MOMENTA FARMACEUTICA LTDA.,14.806.008/0001-54,Consumidor Especial
MOMENTIVE PERFORMANCE MATERIALS INDUSTRIA DE SILICONES LTD,05.701.847/0001-17,Consumidor Especial
MONDIANA INDUSTRIA DE PLASTICOS LTD,01.442.702/0001-98,Consumidor Especial
MINERACAO MONEGO LTDA,88.142.708/0001-28,Consumidor Especial
MONPAR INDUSTRIA E COMERCIO DE AUTO PECAS EIREL,68.073.600/0001-13,Consumidor Especial
MONTANA QUIMICA LTDA.,60.884.459/0001-27,Consumidor Especial
MONTE LIBANO INDUSTRIA E COMERCIO DE BRINQUEDOS LTD,48.925.192/0001-73,Consumidor Especial
MONTE NEGRO GRANITOS LTDA,35.977.594/0001-70,Consumidor Especial
BETIM EMPREENDIMENTOS E PARTICIPACOES S.A,12.457.068/0001-83,Consumidor Especial
MONTECNICA ELETRO MECANICA LTDA,54.854.146/0001-23,Consumidor Especial
MONTENEGRO - INDUSTRIA| COMERCIO E TRANSPORTES DE MADEIRAS LTD,82.207.192/0001-76,Consumidor Especial
IND DE TORRONE NOSSA SENHORA DE MONTEVERGINE LTD,43.643.857/0001-32,Consumidor Especial
MINERACAO DE CALCARIO MONTIVIDIU LTD,02.174.951/0003-74,Consumidor Especial
