RAZAO,CNPJ,NOME_FANTASIA,DATA_ABERTURA,CNAE,DESCRICAO_CNAE,NATUREZA_JURIDICA,DESCRICAO_NATUREZA_JURIDICA,TIPO,TITULO,LOGRADOURO,NUMERO,COMPLEMENTO,ENDERECO,BAIRRO,CIDADE,UF,CEP,DDD1,FONE1,DDD2,FONE2,SITUACAO_CADASTRAL,MATRIZ,PORTE,FATURAMENTO_PRESUMIDO_ANUAL,QTD_PROPRIETARIO,QTD_FUNCIONARIOS
COLOR VISAO DO BRASIL INDUSTRIA ACRILICA LIMITADA, 47.747.969/0003-56,COLOR VISAO DO BRASIL,21/06/2016,2751100,Fabricação de fogões| refrigeradores e máquinas de lavar e secar para uso doméstico| peças e acessór,2062,Sociedade Empresária Limitada ,AVENIDA,DEPUTADO,LUIS EDUARDO MAGALHAES,,GALPAOA,AVENIDA DEPUTADO LUIS EDUARDO MAGALHAES SN GALPAOA,AVIARIO,FEIRA DE SANTANA,BA,44096486,18,36318500,,,ATIVA,0,GRANDE,440000000,7,339
EMBALAGEM CARTON PACK LTDA, 00.879.252/0001-32,,26/10/1995,1732000,Fabricação de embalagens de cartolina e papel-cartão,2062,Sociedade Empresária Limitada ,,,NICOLAU BECKER,515,B OESTE,NICOLAU BECKER 515 B OESTE,,SAPIRANGA,RS,93800000,51,995482911,51,995416472,ATIVA,1,GRANDE,72000000,2,867
SERVICO AUTONOMO DE SANEAMENTO DE PELOTAS, 92.220.862/0001-48,,07/07/1967,8411600,Administração pública em geral,1120,Autarquia Municipal ,RUA,,FELIX XAVIER DA CUNHA,649,649,R FELIX DA CUNHA 649 649,CENTRO,PELOTAS,RS,96010000,53,30261144,53,30261143,ATIVA,1,,0,,1096
CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA, 00.422.333/0001-09,CESB,09/02/1995,8531700,Educação superior - graduação,2240,Sociedade Simples Limitada ,Q ,,SGAN QUADRA 609,609,CONJUNTO D,Q SGAN QUADRA 609 609 CONJUNTO D,ASA NORTE,BRASILIA,DF,70850090,61,991143091,61,992752501,ATIVA,1,GRANDE,172000000,3,1160
CONDOMINIO DO KUBITSCHEK PLAZA HOTEL, 26.502.377/0001-32,,06/07/1990,8112500,Condomínios prediais,3085,Condomínio Edilício ,GALERIA,,DOS ESTADOS,,LT E,GAL DOS ESTADOS LT E,ASA SUL,BRASILIA,DF,70310500,61,33271106,61,33271174,ATIVA,1,PEQUENA,1650000,,288
PEDREIRA SERTAOZINHO LTDA, 60.481.264/0001-36,,11/05/1989,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,2062,Sociedade Empresária Limitada ,RUA,,TIRADENTES,501,KM3 SITIO JEQUITIBA S N C 1019,R TIRADENTES 501 KM3 SITIO JEQUITIBA S N C 1019,CENTRO,LIMEIRA,SP,13480970,19,34524367,19,34041600,ATIVA,1,MÉDIA,5250000,9,28
COMPANHIA TEXTIL PE DE SERRA - EM RECUPERACAO JUDICIAL, 09.570.649/0001-12,,07/11/1985,1313800,Fiação de fibras artificiais e sintéticas,2054,Sociedade Anônima Fechada ,RODOVIA,,BR 316 SN,,KM 25,ROD BR 316 SN KM 25,,ARARIPINA,PE,56280000,87,38732515,87,38732272,ATIVA,1,GRANDE,72000000,5,519
COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP, 10.858.291/0003-79,VIVIX VIDROS PLANOS,04/08/2011,899199,Extração de outros minerais não metálicos não especificados anteriormente,2054,Sociedade Anônima Fechada ,ESTRADA,,BR 101 ALTURA,,KM117 SENTIDO JOAO SSOA S N,EST BR 101 ALTURA KM117 SENTIDO JOAO SSOA  S N,SEM DESIGNACAO,PEDRAS DE FOGO,PB,58328000,81,39238229,81,32724444,ATIVA,0,MÉDIA,440000000,6,41
TYPE BRASIL QUALIDADE EM GRAFICA E EDITORA LTDA., 55.860.944/0001-20,,19/06/1986,1813001,Impressão de material para uso publicitário,2062,Sociedade Empresária Limitada ,RUA,,MIGUEL NELSON BECHARA,329,E 297,MIGUEL NELSON BECHARA,JARDIM PEREIRA LEITE,SAO PAULO,SP,2712130,11,35672339,11,996219165,ATIVA,1,MÉDIA,56700000,2,227
METALKRAFT S/A SISTEMAS AUTOMOTIVOS, 77.529.584/0001-11,,20/07/1977,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2054,Sociedade Anônima Fechada ,RUA,,PEDRO C CORTIANO,1295,,R PEDRO C CORTIANO 1295,BORDA DO CAMPO,QUATRO BARRAS,PR,83420000,41,30133666,41,35575155,ATIVA,1,GRANDE,120000000,3,1135
CERVIFLAN INDUSTRIAL E COMERCIAL LIMITADA, 48.510.937/0001-33,,07/06/1977,2591800,Fabricação de embalagens metálicas,2062,Sociedade Empresária Limitada ,RUA,,INDUBEL,357,,R INDUBEL 357,VILA AEROPORTO,GUARULHOS,SP,7170353,11,964325629,11,37877661,ATIVA,1,GRANDE,172000000,2,550
TECHNOS DA AMAZONIA INDUSTRIA E COMERCIO S.A., 04.628.426/0001-45,,24/02/1983,2652300,Fabricação de cronômetros e relógios,2054,Sociedade Anônima Fechada ,RUA,,MOGNO,600,A DIST INDL,R MOGNO 600 A DIST INDL,DISTRITO INDUSTRIAL I,MANAUS,AM,69075170,21,21318622,27,988021220,ATIVA,1,GRANDE,340000000,10,850
TAGPACK INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI, 14.090.059/0001-22,,04/07/2011,2222600,Fabricação de embalagens de material plástico,2305,Empresa individual de responsabilidade limitada (de Natureza Empresária),AVENIDA,,JOAO PINTO,999,SL 1,AV JOAO PINTO 999 SL 1,DISTRITO INDUSTRIAL I JOSE MARANGONI,MOGI MIRIM,SP,13803360,19,996605219,19,997856702,ATIVA,1,MÉDIA,5750000,2,88
MODINE DO BRASIL SISTEMAS TERMICOS LTDA., 03.310.685/0002-41,,15/02/2007,2941700,Fabricação de peças e acessórios para o sistema motor de veículos automotores,2062,Sociedade Empresária Limitada ,AVENIDA,,NARAIN SINGH,262,AP 2,AV NARAIN SINGH 262 AP 2,CIDADE ARACILIA,GUARULHOS,SP,7250000,11,955937741,11,972949842,ATIVA,1,GRANDE,236000000,4,1367
CEUMA-ASSOCIACAO DE ENSINO SUPERIOR, 23.689.763/0001-97,,15/06/1989,8531700,Educação superior - graduação,3999,Associação Privada,ALAMEDA,,JOAQUIM EUGENIO DE LIMA,598,AP 15 AND 1,AL JOAQUIM EUGENIO DE LIMA 598 AP 15 AND 1,JARDIM PAULISTA,SAO PAULO,SP,1403000,11,32158600,98,32151832,ATIVA,1,GRANDE,236000000,1,1241
SOMMAPLAST INDUSTRIA E COMERCIO LTDA, 00.519.577/0001-04,SOMMAPLAST,27/03/1995,2222600,Fabricação de embalagens de material plástico,2062,Sociedade Empresária Limitada ,RODOVIA,,REGIS BITTENCOURT,,KM 287,ROD REGIS BITTENCOURT SN KM 287,JARDIM ITAPECERICA,ITAPECERICA DA SERRA,SP,6888700,11,46669551,11,993419482,ATIVA,1,MÉDIA,41500000,2,598
CERVEJARIAS KAISER BRASIL S.A.  , 19.900.000/0001-76,ESCRITORIO ADMINISTRATIVO,18/10/1977,1113502,Fabricação de cervejas e chopes,2054,Sociedade Anônima Fechada ,AVENIDA,PRESIDENTE,HUMBERTO DE ALENCAR CASTELO BRANCO,2911,RIO ABAIXO,AV PRES HUMBERTO DE ALENCAR CASTELO BRANCO 2911 RIO ABAIXO,CONJUNTO HABITACIONAL MARINHO,JACAREI,SP,12321150,12,39551707,12,39551469,ATIVA,1,GRANDE,1500000000,6,349
CONDOMINIO PARKSHOPPINGBARIGUI, 05.805.071/0001-85,PARKSHOPPINGBARIGUI,08/08/2003,8112500,Condomínios prediais,3085,Condomínio Edilício ,RUA,PROFESSOR,PEDRO VIRIATO PARIGOT DE SOUZA,600,4,R PROF PEDRO VIRIATO PARIGOT DE SOUZA 600 4,MOSSUNGUE,CURITIBA,PR,81200100,41,991733152,41,992150037,ATIVA,1,GRANDE,30000000,,323
ECOFABRIL INDUSTRIA E COMERCIO LTDA, 00.308.527/0001-88,,18/11/1994,2040100,Fabricação de fibras artificiais e sintéticas,2062,Sociedade Empresária Limitada ,ESTRADA,VELHA,DE ITU,1000,,EST VELHA DE ITU 1000,CHACARA AEROPORTO,JUNDIAI,SP,13212000,11,48159769,11,45820259,ATIVA,1,GRANDE,172000000,10,654
PRONTO EXPRESS LOGISTICA SA, 03.867.580/0026-65,GRUPO TPC,08/06/2010,5250804,Organização logística do transporte de carga,2054,Sociedade Anônima Fechada ,AVENIDA,PRESIDENTE,GETULIO VARGAS,,KM 62 KM,AV PRES GETULIO VARGAS KM 62 KM,IANETAMA,CASTANHAL,PA,68745000,71,21089711,,,ATIVA,0,GRANDE,340000000,5,1186
COFCO INTERNATIONAL GRAINS LTDA., 29.332.398/0001-45,,28/12/2017,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,2062,Sociedade Empresária Limitada ,RUA,,SANSAO ALVES DOS SANTOS,400,AND 2 SL COFCO,RUA SANSAO ALVES DOS SANTOS 400 AND 2 SL COFCO,CIDADE MONCOES,SAO PAULO,SP,4571090,65,33371656,11,35668655,ATIVA,1,MÉDIA,12125000,8,
SEBO HIDROLANDIA INDUSTRIA E COMERCIO DE PRODUTOS ANIMAIS LTDA, 08.596.902/0001-44,SEBO HIDROLANDIA,12/01/2007,1013902,Preparação de subprodutos do abate,2062,Sociedade Empresária Limitada ,RODOVIA,,BR-153 GO KM 543,,FAZENDA SAO GERMANO,ROD BR-153 GO KM 543 SN FAZENDA SAO GERMANO,ZONA RURAL,HIDROLANDIA,GO,75340000,62,35538787,62,35531400,ATIVA,1,GRANDE,56700000,9,428
NUTRIBOM EMPREENDIMENTOS IMOBILIARIOS EIRELI  , 06.942.142/0001-54,,16/08/2004,6822600,Gestão e administração da propriedade imobiliária,2305,Empresa individual de responsabilidade limitada (de Natureza Empresária),RUA,,TRIFANA,303,SALA 02,RUA TRIFANA 303 SALA  02,SERRA,BELO HORIZONTE,MG,30210570,31,994790093,31,994790103,ATIVA,1,MÉDIA,7500000,1,71
CERAMICA FELISBINO LTDA, 72.567.662/0001-59,,12/08/1993,2342702,Fabricação de artefatos de cerâmica e barro cozido para uso na construção| exceto azulejos e pisos,2062,Sociedade Empresária Limitada ,,,ES GERAL OLHO D AGUA,1,,ES GERAL OLHO D AGUA 1,JAGUARUNA,JAGUARUNA,SC,88715000,48,999162698,48,34422987,ATIVA,1,PEQUENA,5250000,4,85
TEADIT INDUSTRIA E COMERCIO LTDA, 36.193.928/0001-87,,11/06/1990,2399199,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,2062,Sociedade Empresária Limitada ,RUA,,TOME DE SOUZA,455,,R TOME DE SOUZA 455,BOM RETIRO,IPATINGA,MG,35160241,19,997848335,31,995762434,ATIVA,1,GRANDE,172000000,7,1130
MINERIOS NACIONAL S.A., 09.294.881/0001-75,,24/10/2007,710301,Extração de minério de ferro,2054,Sociedade Anônima Fechada ,ESTRADA,,CASA DE PEDRA,,S NPA,EST CASA DE PEDRA S NPA,ZONA RURAL,CONGONHAS,MG,36415000,11,30497527,,,ATIVA,1,GRANDE,56700000,4,
ASSOCIACAO HOSPITALAR BENEFICENTE SAO VICENTE DE PAULO, 92.021.062/0001-06,HOSPITAL SAO VICENTE DE PAULO,31/12/1965,8610101,Atividades de atendimento hospitalar| exceto pronto-socorro e unidades para atendimento a urgências,3999,Associação Privada,RUA,,TEIXEIRA SOARES,808,808 CENT,R TEIXEIRA SOARES 808 808 CENT,CENTRO,PASSO FUNDO,RS,99010080,54,33164045,54,991393707,ATIVA,1,,0,2,5375
TROP FRUTAS DO BRASIL LTDA, 07.757.005/0001-02,TROP BRASIL,07/12/2005,1031700,Fabricação de conservas de frutas,2062,Sociedade Empresária Limitada ,AVENIDA,PREFEITO,SAMUEL BATISTA CRUZ| S/N,,BR 101 NT KM139,AV PREF SAMUEL BATISTA CRUZ SN BR 101 NT KM139,CANIVETE,LINHARES,ES,29909983,27,21038310,27,33738110,ATIVA,1,MÉDIA,30000000,16,404
PLASTICOS NOVEL SAO PAULO LTDA., 06.979.521/0001-19,,05/08/2004,2229302,Fabricação de artefatos de material plástico para usos industriais,2062,Sociedade Empresária Limitada ,,,EMILIO MARCONATO,1000,GALPAO 14,EMILIO MARCONATO 1000 GALPAO 14,CH PRIMAVERA,MONTE ALEGRE DO SUL,SP,13820000,11,974964817,19,996873250,ATIVA,1,GRANDE,56700000,2,217
ASSOCIACAO CONGREGACAO DESANTA CATARINA, 60.922.168/0001-86,,07/04/1970,8660700,Atividades de apoio à gestão de saúde,3999,Associação Privada,RUA,,CINCINATO BRAGA,144,,R CINCINATO BRAGA 144,BELA VISTA,SAO PAULO,SP,1333010,11,930538217,11,998373224,ATIVA,1,GRANDE,1500000000,1,597
DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA, 17.159.518/0001-75,VILMA ALIMENTOS,11/08/1966,1062700,Moagem de trigo e fabricação de derivados,2054,Sociedade Anônima Fechada ,PRACA,,LOUIS ENSCH,160,CIDADE INDUST,PC LOUIS ENSCH SN CIDADE INDUST,CIDADE INDUSTRIAL,CONTAGEM,MG,32210050,31,998239764,31,998251361,ATIVA,1,GRANDE,750000000,6,5111
CALESITA INDUSTRIA DE BRINQUEDOS LTDA, 00.202.187/0001-06,,21/09/1994,3240099,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,2062,Sociedade Empresária Limitada ,RUA,,HERMANN GUENTHER,525,,R HERMANN GUENTHER 525,RIBEIRAO CLARA,POMERODE,SC,89107000,47,997068960,47,997280285,ATIVA,1,GRANDE,90000000,6,719
SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA, 03.840.986/0001-04,,26/05/2000,4744005,Comércio varejista de materiais de construção não especificados anteriormente,2062,Sociedade Empresária Limitada ,RUA,,CICA,201,BLOCO I,RUA CICA 201 BLOCO I,VILA ANGELICA,JUNDIAI,SP,13206765,11,943893517,11,941780191,ATIVA,1,MÉDIA,12125000,7,6
PEDREIRA NOGUEIRENSE LTDA, 10.795.477/0001-64,,18/02/2009,810009,Extração de basalto e beneficiamento associado,2062,Sociedade Empresária Limitada ,SITIO,,PAIOL DE TELHAS,,CXPST 1098,SIT PAIOL DE TELHAS SN CXPST 1098,PAIOL DE TELHAS,ARTUR NOGUEIRA,SP,13160000,19,998335047,19,38062255,ATIVA,1,MÉDIA,5250000,22,36
TERMINAL PORTUARIO COTEGIPE S.A, 40.561.649/0001-04,PORTO COTEGIPE,26/09/1991,5231102,Atividades do Operador Portuário,2054,Sociedade Anônima Fechada ,ESTRADA,,DO FERNANDINHO,3142,,ESTRADA PONTA DO FERNANDINHO 3142,SAO TOME,SALVADOR,BA,40800168,71,33112221,71,33112203,ATIVA,1,GRANDE,120000000,9,259
SEBO TANGARA LTDA, 07.742.285/0001-85,,15/12/2005,1013902,Preparação de subprodutos do abate,2062,Sociedade Empresária Limitada ,RUA,,RICHARD BEHR,,LIN PEROTTO,LIN PEROTTO,CENTRO,SAO BENTO DO SUL,SC,89280052,49,35321013,49,35321012,ATIVA,1,MÉDIA,22400000,7,199
FIXA INDUSTRIA PLASTICA LTDA, 00.301.560/0001-86,,16/11/1994,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2062,Sociedade Empresária Limitada ,ESTM ,,FR 89,,LOCALIDADE DE SAO MARCOS,ESTM FR 89 SN LOCALIDADE DE SAO MARCOS,1 DISTRITO,FARROUPILHA,RS,95180000,54,35044300,54,32681711,ATIVA,1,MICRO,220000,2,40
KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA, 02.290.277/0001-21,,01/12/1997,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriorm,2062,Sociedade Empresária Limitada ,AVENIDA,ENGENHEIRO,LUIZ CARLOS BERRINI,105,8 E 9 ANDARES SUBCONDOMINIO THERA CORPORATE TORRE 3 SETOR B ,AV ENGENHEIRO LUIZ CARLOS BERRINI 105 8 E 9 ANDARES SUBCONDOMINIO THERA CORPORATE TORRE 3 SETOR B THERA COMERCIAL CONDOMINIO THERAONE,CIDADE MONCOES,SAO PAULO,SP,4571010,11,45034615,11,45034731,ATIVA,1,GRANDE,12125000,10,1575
PRO METAL BENEFICIAMENTO E CONSULTORIA LTDA, 54.627.534/0001-71,,28/07/1985,2539001,Serviços de usinagem| torneiria e solda,2062,Sociedade Empresária Limitada ,AVENIDA,,PROMAC,509,,AV PROMAC 509,JARDIM SAO FRANCISCO (NOVA VENEZA),SUMARE,SP,13181040,19,998931158,19,992580308,ATIVA,1,MÉDIA,22400000,4,317
ITAZUL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA EIRELI, 05.116.907/0001-34,ITA-AZUL,11/04/2002,2062200,Fabricação de produtos de limpeza e polimento,2305,Empresa individual de responsabilidade limitada (de Natureza Empresária),LOTEAMENTO,,DISTRITO DE CALCADOS,113,LOTE 04 QUADRA 11,LOT DISTRITO DE CALCADOS 113 LOTE 04 QUADRA 11,CENTRO INDUSTRIAL DE ARATU I,SIMOES FILHO,BA,43700000,71,996424728,11,955849257,ATIVA,1,MÉDIA,7500000,1,167
UNIMED PORTO ALEGRE - COOPERATIVA MEDICA LTDA, 87.096.616/0001-96,UNIMED PORTO ALEGRE,25/07/1972,6550200,Planos de saúde,2143,Cooperativa ,AVENIDA,,VENANCIO AIRES,1040,B BONFIM 1040 BONFIM,AV VENANCIO AIRES 1040 B BONFIM 1040 BONFIM,FARROUPILHA,PORTO ALEGRE,RS,90040192,51,33164904,51,997750095,ATIVA,1,GRANDE,1500000000,18,1468
BRAND TEXTIL LTDA, 07.258.383/0001-41,,01/03/2005,1323500,Tecelagem de fios de fibras artificiais e sintéticas,2062,Sociedade Empresária Limitada ,RUA,,PROSPERIDADE,345,GALPAO 5,R PROSPERIDADE 345 GALPAO 5,JARDIM BOER I,AMERICANA,SP,13477670,21,32817333,85,30857431,ATIVA,1,MÉDIA,30000000,2,290
PITLAK & CIA. LTDA, 01.570.343/0001-54,PITLAK,01/12/1996,1091101,Fabricação de produtos de panificação industrial,2062,Sociedade Empresária Limitada ,RODOVIA,,BR-277 CURITIBA PONTA GROSSA,6348,KM 108,RODOVIA BR-277 CURITIBA PONTA GROSSA 6348 KM    108,RONDINHA,CAMPO LARGO,PR,83608000,41,33474000,45,32854585,ATIVA,1,MÉDIA,56700000,3,1075
JOHN BEAN TECHNOLOGIES MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA., 09.688.218/0001-55,,09/06/2008,2862300,Fabricação de máquinas e equipamentos para as indústrias de alimentos| bebidas e fumo| peças e acess,2062,Sociedade Empresária Limitada ,AVENIDA,ENGENHEIRO,CAMILO DINUCCI,4605,BRANCO,AV ENG CAMILO DINUCCI 4605 BRANCO,2° DISTRITO INDUSTRIAL (DOMINGOS FERRARI),ARARAQUARA,SP,14808900,21,995961943,11,998539061,ATIVA,1,GRANDE,120000000,3,426
ELC PRODUTOS DE SEGURANCA - INDUSTRIA E COMERCIO LTDA, 73.323.404/0001-90,,10/08/1993,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2062,Sociedade Empresária Limitada ,ESTRADA,PREF,ANTONIO DA CRUZ BARROS,693,,EST PREF ANTONIO DA CRUZ BARROS 693,LIMOEIRO,PARAIBA DO SUL,RJ,25850000,24,999718316,24,999262596,ATIVA,1,GRANDE,30000000,4,638
MPT FIOS E CABOS ESPECIAIS S.A., 74.531.997/0001-42,,21/03/1994,2733300,Fabricação de fios| cabos e condutores elétricos isolados,2054,Sociedade Anônima Fechada ,RUA,,ANTONIO BARNABE,1348,,R ANTONIO BARNABE 1348,DISTRITO INDUSTRIAL DOMINGOS GIOMI,INDAIATUBA,SP,13347340,19,989351963,19,971289228,ATIVA,1,GRANDE,120000000,6,222
CONDOMINIO DO CENTRO EMPRESARIAL PASSEIO I, 21.175.573/0001-26,,10/09/2014,8112500,Condomínios prediais,3085,Condomínio Edilício ,RUA,,DO PASSEIO,42,,R DO PASSEIO 42,CENTRO,RIO DE JANEIRO,RJ,20021290,21,997689597,11,30485409,ATIVA,1,PEQUENA,1650000,,
RT 078 EMPREENDIMENTOS E PARTICIPACOES LTDA                                                                                                           , 38.132.093/0001-80,                                                       ,18/08/2020,6462000,Holdings de instituições não financeiras,2062,Sociedade Empresária Limitada ,,,,,,,,,,,,,,,ATIVA,1,,,,
ZURLO IMPLEMENTOS RODOVIARIOS LTDA, 91.772.343/0001-20,,03/12/1987,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2062,Sociedade Empresária Limitada ,RUA,,DAS FRUTEIRAS,,KM 6 2,R DAS FRUTEIRAS KM 6 2,SANTA FE,CAXIAS DO SUL,RS,95045150,54,35355440,54,32241676,ATIVA,1,GRANDE,30000000,5,347
ISDRALIT INDUSTRIA E COMERCIO LTDA - GRUPO ISDRA, 89.938.500/0007-78,,01/01/1997,2330303,Fabricação de artefatos de fibrocimento para uso na construção,2062,Sociedade Empresária Limitada ,RODOVIA,,BR-116,116,KM 19,RODOVIA BR-116 116 KM 19,TRES PORTOS,SAPUCAIA DO SUL,RS,93212220,51,34538500,51,34742876,ATIVA,0,GRANDE,236000000,9,239
MONDELEZ BRASIL LTDA, 33.033.028/0001-84,MONDELEZ BRASIL,24/01/1973,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,2062,Sociedade Empresária Limitada ,AVENIDA,PRESIDENTE,KENNEDY,2511,PARTE,AV PRES KENNEDY 2511 PARTE,AGUA VERDE,CURITIBA,PR,80610010,41,33144453,41,33144000,ATIVA,1,GRANDE,12125000,9,1690
CONDOMINIO DE ADMINISTRACAO DO MONTES CLAROS SHOPPING CENTER, 02.786.850/0001-92,,24/09/1998,8112500,Condomínios prediais,3085,Condomínio Edilício ,RUA,,SANTA CRUZADOR,90,,RUA SANTA CRUZADOR SANTA CRUZ 90,VILA MAURICEIA,MONTES CLAROS,MG,39401708,38,998268629,38,998647045,ATIVA,1,PEQUENA,1650000,,460
ENERGIA VERDE - RECUPERACAO DE PLASTICOS LTDA, 11.317.959/0001-71,,13/11/2009,2229302,Fabricação de artefatos de material plástico para usos industriais,2062,Sociedade Empresária Limitada ,AVENIDA,,JOAO ALFREDO GRAF,935,DISTRITO INDUSTRIAL IV,AVENIDA JOAO ALFREDO GRAF 935 DISTRITO INDUSTRIAL IV,PARQUE TIRADENTES,ARARAS,SP,13606699,19,971021922,19,35414351,ATIVA,1,MICRO,220000,2,18
DECORALITA INDUSTRIA E COMERCIO DE PRODUTOS DE CONSTRUCAO LTDA, 17.222.720/0001-02,,14/02/1967,2229303,Fabricação de artefatos de material plástico para uso na construção| exceto tubos e acessórios,2062,Sociedade Empresária Limitada ,AVENIDA,,PERIMETRAL,1800,CJ VLE DO JATOBA A,AV PERIMETRAL 1800 CJ VLE DO JATOBA A,CJ H V DO J BARREIRO,BELO HORIZONTE,MG,30664250,31,995365410,31,997508509,ATIVA,1,GRANDE,41500000,4,874
ESTOK COMERCIO E REPRESENTACOES S.A., 49.732.175/0001-82,TOK & STOK,20/10/1977,4754701,Comércio varejista de móveis,2054,Sociedade Anônima Fechada ,AVENIDA,,TUCUNARE,550,SL 1 C,AV TUCUNARE 500 SL 1 C,TAMBORE,BARUERI,SP,6460020,11,953048794,11,997362710,ATIVA,1,GRANDE,1500000000,8,1274
FARMAPLAST INDUSTRIA DE EMBALAGEM PLASTICA LTDA, 47.866.165/0001-04,,04/05/1976,2222600,Fabricação de embalagens de material plástico,2062,Sociedade Empresária Limitada ,RUA,,ALEGRE,442,MONTE ,R MONTE ALEGRE,JARDIM REBELATO,COTIA,SP,6710610,11,46122700,12,39532677,ATIVA,1,MÉDIA,41500000,3,183
GREENPEOPLE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA, 21.746.980/0001-46,,26/01/2015,1122499,Fabricação de outras bebidas não alcoólicas não especificadas anteriormente,2062,Sociedade Empresária Limitada ,ESTRADA,,DOUTOR ROGERIO DE MOURA ESTEVAO,,KM 28 5 PARTE 1,ESTRADA TERESOPOLIS-FRIBURGO SN KM 28 5 PARTE 1,BONSUCESSO,TERESOPOLIS,RJ,25995290,21,24223530,21,25379427,ATIVA,1,MÉDIA,12125000,10,234
NATIVA MINERACAO LIMITADA, 02.932.663/0001-70,,21/11/1986,891600,Extração de minerais para fabricação de adubos| fertilizantes e outros produtos químicos,2062,Sociedade Empresária Limitada ,RODOVIA,,TO 280,,KM 12,ROD TO 280 KM 12,ZONA RURAL,NATIVIDADE,TO,77370000,63,999741218,63,992120386,ATIVA,1,MÉDIA,7500000,2,136
MARCHITEX MALHARIA E CONFECCOES LTDA, 83.441.733/0001-99,MARCHITEX,03/03/1977,1412601,Confecção de peças do vestuário| exceto roupas íntimas e as confeccionadas sob medida,2062,Sociedade Empresária Limitada ,RUA,,JORGE CZERNIEWICZ,397,C I 1011,R JORGE CZERNIEWICZ 397 C I 1011,CZERNIEWICZ,JARAGUA DO SUL,SC,89255000,47,984478169,47,984478168,ATIVA,1,MÉDIA,4250000,2,63
M T A INDUSTRIA E COMERCIO DE ARTEFATOS DE INOX LTDA, 85.478.857/0001-74,,10/08/1992,2593400,Fabricação de artigos de metal para uso doméstico e pessoal,2062,Sociedade Empresária Limitada ,AVENIDA,,DAMBROS E PIVA,1105,,AV DAMBROS E PIVA 1105,CENTRO,MARMELEIRO,PR,85615000,46,35253433,46,35251785,ATIVA,1,MÉDIA,8900000,2,154
METALURGICA GOLIN SA, 49.034.275/0001-35,,15/07/1966,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2054,Sociedade Anônima Fechada ,RUA,,CAMBERA,250,MIGRACAO,R CAMBERA 250 MIGRACAO,CIDADE ARACILIA,GUARULHOS,SP,7250140,11,998547622,11,982996611,ATIVA,1,GRANDE,120000000,9,690
BONNEVILLE VIDROS E CRISTAIS LTDA, 02.080.184/0001-72,,04/09/1997,2311700,Fabricação de vidro plano e de segurança,2062,Sociedade Empresária Limitada ,RUA,,ALEXANDRE EDER,309,FR,R ALEXANDRE EDER 309 FR,PRQ INDUSTRIAL,EMBU GUACU,SP,6900000,11,999033691,11,997121721,ATIVA,1,MÉDIA,4250000,2,69
NEOTIN NEONATAL TERAPIA INTENSIVA S.A., 00.247.125/0002-00,MATERNIDADE SAO FRANCISCO,24/11/2010,8610101,Atividades de atendimento hospitalar| exceto pronto-socorro e unidades para atendimento a urgências,2054,Sociedade Anônima Fechada ,RUA,,TAPAJOS,325,ANTIGO 81,R TAPAJOS 325 ANTIGO 81,SAO FRANCISCO,NITEROI,RJ,24360200,21,998760865,21,998527108,ATIVA,0,GRANDE,41500000,2,589
HARVEST ADMINISTRACAO DE BENS LTDA, 04.312.910/0002-41,,01/03/2007,5510801,Hotéis,2062,Sociedade Empresária Limitada ,RODOVIA,,RS-444 KM 21,,RS -444 KM 21,ROD RS-444 KM 21 SN,VALE DOS VINHEDOS,BENTO GONCALVES,RS,95700000,54,21027200,54,991493165,ATIVA,0,PEQUENA,2150000,6,429
CERAMICA FORMIGRES LTDA., 01.325.023/0001-39,,16/07/1996,2342701,Fabricação de azulejos e pisos,2062,Sociedade Empresária Limitada ,RODOVIA,,WASHINGTON LUIZ,,KM 164,ROD WASHINGTON LUIZ SN KM 164,SEDE,SANTA GERTRUDES,SP,13510000,19,991669336,19,35458880,ATIVA,1,GRANDE,340000000,2,1576
